ccode,ctryname,year,illtreatment,scarring,stealth,RstrctAccess,wdi_gdpc,wdi_pop,civilwar,parcomp,parreg,NatlElec,protest,protesterviolence,region,democ,autoc,polity2
690,Kuwait,2005,0,0,0,0,43560.2217232933,2535446.05575407,,2. suppressed,4. restricted,0,1,0,6,0,7,-7
692,,1995,,,,,,,,,,,0,0,6,0,9,-9
692,,1996,,,,,,,,,,,4,2,6,0,9,-9
692,,1997,,,,,,,,,,,0,0,6,0,9,-9
692,,1998,,,,,,,,,,,0,0,6,0,9,-9
692,,1999,,,,,,,,,,,0,0,6,0,9,-9
692,,2000,,,,,,,,,,,1,0,6,0,9,-9
692,,2001,,,,,,,,,,,0,0,6,0,8,-8
692,,2002,,,,,,,,,,,0,0,6,0,7,-7
692,,2003,,,,,,,,,,,1,1,6,0,7,-7
692,,2004,,,,,,,,,,,0,0,6,0,7,-7
692,,2005,,,,,,,,,,,2,0,6,0,7,-7
694,,1995,,,,,,,,,,,0,0,6,0,10,-10
694,Qatar,1996,2,0,0,0,,537527,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,Qatar,1997,0,0,0,0,,551277,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,Qatar,1998,0,1,0,0,,568177,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,Qatar,1999,0,1,0,0,,589575,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,Qatar,2000,0,1,0,0,62161.1617681163,616817,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,Qatar,2001,0,1,1,0,61113.3920692141,648270,0,1. repressed,4. restricted,0,1,0,6,0,10,-10
694,Qatar,2002,1,1,3,0,62005.5641861066,684521,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,Qatar,2003,0,0,1,0,60047.4646020916,731512,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
694,,2004,,,,,,,,,,,0,0,6,0,10,-10
694,,2005,,,,,,,,,,,0,0,6,0,10,-10
696,United Arab Emirates,1995,0,0,0,0,46167.9164475355,2431533,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,United Arab Emirates,1996,1,1,2,0,46272.2097098393,2575697,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,United Arab Emirates,1997,1,1,2,0,46547.5696617835,2730920,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,United Arab Emirates,1998,1,1,1,0,45782.7181065716,2895067,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,,1999,,,,,,,,,,,0,0,6,0,8,-8
696,,2000,,,,,,,,,,,0,0,6,0,8,-8
696,United Arab Emirates,2001,1,1,1,0,43064.4691447451,3413651,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,United Arab Emirates,2002,4,2,1,0,42004.0430609994,3590827,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,,2003,,,,,,,,,,,0,0,6,0,8,-8
696,United Arab Emirates,2004,0,0,1,0,47078.4065668169,3932788,0,1. repressed,4. restricted,0,0,0,6,0,8,-8
696,United Arab Emirates,2005,1,1,2,0,48992.436983207,4089032,,1. repressed,4. restricted,0,1,0,6,0,8,-8
698,,1995,,,,,,,,,,,0,0,6,0,9,-9
698,,1996,,,,,,,,,,,0,0,6,0,9,-9
698,,1997,,,,,,,,,,,0,0,6,0,9,-9
698,Oman,1998,1,1,0,0,17470.799162545,2318235,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
698,Oman,1999,1,1,0,0,17136.3650838659,2360528,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
698,,2000,,,,,,,,,,,0,0,6,0,9,-9
698,Oman,2001,1,1,1,0,18755.2600550556,2443347,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
698,Oman,2002,1,1,1,0,18921.4775218925,2484085,0,2. suppressed,4. restricted,0,0,0,6,0,8,-8
698,,2003,,,,,,,,,,,0,0,6,0,8,-8
698,,2004,,,,,,,,,,,0,0,6,0,8,-8
698,Oman,2005,1,0,0,0,19533.3404913161,2617833,,2. suppressed,4. restricted,0,0,0,6,0,8,-8
700,,1995,,,,,,,,,,,0,0,5,-77,-77,0
700,Afghanistan,1996,2,15,1,0,,21312543.7221191,1,1. repressed,4. restricted,0,0,0,5,0,7,-7
700,Afghanistan,1997,7,9,0,0,,21869752.2846081,1,1. repressed,4. restricted,0,1,0,5,0,7,-7
700,Afghanistan,1998,4,7,1,0,,22441528.8586004,1,1. repressed,4. restricted,0,1,0,5,0,7,-7
700,Afghanistan,1999,2,9,5,0,,23028254.3193616,1,1. repressed,4. restricted,0,0,0,5,0,7,-7
700,Afghanistan,2000,1,1,0,0,,23630319.5,1,1. repressed,4. restricted,0,0,0,5,0,7,-7
700,Afghanistan,2001,3,2,0,0,,24232218.6991618,0,,,0,0,0,5,-66,-66,
700,Afghanistan,2002,5,3,1,0,628.4073979846,24849449.1614474,0,,,0,1,1,5,-66,-66,
700,Afghanistan,2003,2,2,0,0,700.5413074664,25482401.3968113,0,,,0,0,0,5,-66,-66,
700,Afghanistan,2004,2,2,0,0,747.6206976273,26131475.8620745,0,,,1,0,0,5,-66,-66,
700,,2005,,,,,,,,,,,2,0,5,-66,-66,
701,Turkmenistan,1995,1,7,0,0,2047.1154223051,4187416,0,1. repressed,4. restricted,0,1,0,5,0,9,-9
701,Turkmenistan,1996,1,4,0,0,1875.3925515341,4264596,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,1997,2,5,1,0,1638.5286970386,4329519,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,1998,4,9,3,0,1725.562448065,4386594,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,1999,3,6,3,1,1984.2777291919,4442394,0,1. repressed,4. restricted,1,0,0,5,0,9,-9
701,Turkmenistan,2000,10,8,8,1,2322.1978165474,4501727,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,2001,3,4,3,1,2757.2001728973,4565962,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,2002,23,12,6,0,3146.1386811734,4633736,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,2003,18,10,1,1,3629.2055346798,4703861,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,2004,4,6,1,1,4190.7677518261,4774194,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
701,Turkmenistan,2005,4,2,0,0,4668.1076385163,4843187,,1. repressed,4. restricted,1,0,0,5,0,9,-9
702,Tajikistan,1995,0,1,2,0,1069.3610669092,5775467,0,2. suppressed,4. restricted,1,1,0,5,0,6,-6
702,Tajikistan,1996,0,2,1,0,878.1709899335,5858378,0,2. suppressed,4. restricted,0,8,1,5,0,6,-6
702,Tajikistan,1997,0,1,1,0,880.734923726,5940626,0,2. suppressed,3. sectarian,0,2,0,5,0,5,-5
702,Tajikistan,1998,1,3,3,0,914.9743077191,6021392,0,3. factional,3. sectarian,0,0,0,5,2,3,-1
702,Tajikistan,1999,1,1,2,0,936.7432731756001,6099075,0,3. factional,3. sectarian,1,0,0,5,2,3,-1
702,Tajikistan,2000,3,2,1,0,1002.361564393,6172891,0,3. factional,3. sectarian,1,0,0,5,2,3,-1
702,Tajikistan,2001,6,6,2,0,1092.2344792802,6242790,0,3. factional,3. sectarian,0,0,0,5,2,3,-1
702,Tajikistan,2002,1,4,3,0,1178.8358002457,6310533,0,3. factional,3. sectarian,0,0,0,5,2,3,-1
702,Tajikistan,2003,2,2,2,0,1285.0711629161,6379311,0,3. factional,3. sectarian,0,0,0,5,1,4,-3
702,Tajikistan,2004,6,15,6,0,1404.9962573397,6453286,0,3. factional,3. sectarian,0,0,0,5,1,4,-3
702,Tajikistan,2005,1,1,1,0,1480.263925776,6535538,,3. factional,3. sectarian,1,0,0,5,1,4,-3
703,,1995,,,,,,,,,,,0,0,5,1,4,-3
703,Kyrgyzstan,1996,3,3,0,0,1291.6337748835,4657000,0,2. suppressed,3. sectarian,0,0,0,5,1,4,-3
703,Kyrgyzstan,1997,0,2,0,0,1399.2697567241,4725000,0,2. suppressed,3. sectarian,0,0,0,5,1,4,-3
703,,1998,,,,,,,,,,,2,0,5,1,4,-3
703,Kyrgyzstan,1999,1,1,0,0,1438.6935592251,4864600,0,2. suppressed,3. sectarian,0,0,0,5,1,4,-3
703,Kyrgyzstan,2000,4,4,1,0,1501.3576883326,4915300,0,2. suppressed,3. sectarian,1,5,1,5,1,4,-3
703,Kyrgyzstan,2001,0,1,0,0,1568.7298803058,4954800,0,2. suppressed,3. sectarian,0,2,0,5,1,4,-3
703,Kyrgyzstan,2002,2,1,0,0,1556.3954986027,4993200,0,2. suppressed,3. sectarian,0,14,1,5,1,4,-3
703,Kyrgyzstan,2003,1,1,0,0,1650.8049871863,5038600,0,2. suppressed,3. sectarian,0,0,0,5,1,4,-3
703,Kyrgyzstan,2004,1,0,0,0,1748.000874472,5092802,0,2. suppressed,3. sectarian,0,1,0,5,1,4,-3
703,Kyrgyzstan,2005,1,2,0,1,1727.7329949175,5143500,,0. not applicable,1. unregulated,1,13,6,5,3,0,3
704,Uzbekistan,1995,8,9,6,0,1461.7516140832,22785000,0,1. repressed,4. restricted,1,1,0,5,0,9,-9
704,Uzbekistan,1996,4,4,2,0,1458.4375761396,23225000,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
704,Uzbekistan,1997,9,6,3,0,1505.6225024949,23667000,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
704,Uzbekistan,1998,14,9,9,0,1545.2917209474,24051000,0,1. repressed,4. restricted,0,0,0,5,0,9,-9
704,Uzbekistan,1999,36,30,23,1,1588.6861090684,24400000,0,1. repressed,4. restricted,1,0,0,5,0,9,-9
704,Uzbekistan,2000,33,25,15,1,1632.3314734928,24650000,0,1. repressed,4. restricted,1,0,0,5,0,9,-9
704,Uzbekistan,2001,29,34,18,1,1679.2936114112,24967000,0,1. repressed,4. restricted,0,1,0,5,0,9,-9
704,Uzbekistan,2002,22,24,19,1,1725.4014569579,25271800,0,1. repressed,4. restricted,0,2,0,5,0,9,-9
704,Uzbekistan,2003,26,34,28,1,1777.0612359589,25567700,0,1. repressed,4. restricted,0,3,0,5,0,9,-9
704,Uzbekistan,2004,18,22,15,1,1891.9409856452,25864386,0,1. repressed,4. restricted,0,6,1,5,0,9,-9
704,Uzbekistan,2005,19,22,12,1,2000.937288647,26167369,,1. repressed,4. restricted,1,13,2,5,0,9,-9
705,Kazakhstan,1995,2,2,1,0,4499.3620024035,15815626.38215762,0,3. factional,3. sectarian,1,2,0,5,1,5,-4
705,Kazakhstan,1996,4,3,3,0,4590.866284654,15577894.25692703,0,3. factional,3. sectarian,0,6,0,5,1,5,-4
705,Kazakhstan,1997,6,6,2,0,4743.2640271004,15333703.0400357,0,3. factional,3. sectarian,0,11,2,5,1,5,-4
705,Kazakhstan,1998,8,7,4,0,4734.1567881551,15071300.12507216,0,3. factional,3. sectarian,0,5,0,5,1,5,-4
705,Kazakhstan,1999,6,6,4,0,4908.5111685741,14928425.8540544,0,3. factional,3. sectarian,1,5,0,5,1,5,-4
705,Kazakhstan,2000,8,10,6,0,5405.7772882349,14883600,0,3. factional,3. sectarian,0,1,0,5,1,5,-4
705,Kazakhstan,2001,5,5,4,0,6146.0045544606,14858300,0,3. factional,3. sectarian,0,0,0,5,1,5,-4
705,Kazakhstan,2002,1,2,2,0,6748.0405050006,14858900,0,2. suppressed,3. sectarian,0,1,0,5,0,6,-6
705,Kazakhstan,2003,3,2,1,0,7350.8233786512,14909000,0,2. suppressed,3. sectarian,0,1,0,5,0,6,-6
705,Kazakhstan,2004,0,0,0,0,8000.6923749105,15013000,0,2. suppressed,3. sectarian,1,6,0,5,0,6,-6
705,Kazakhstan,2005,1,0,0,0,8699.1147357966,15147000,,2. suppressed,3. sectarian,1,3,0,5,0,6,-6
710,China,1995,35,50,44,1,1846.8904253755,1204855000,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
710,China,1996,35,30,29,1,2010.3968459713,1217550000,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
710,China,1997,32,41,32,1,2174.9895226185,1230075000,0,1. repressed,4. restricted,0,4,1,5,0,7,-7
710,China,1998,36,46,44,1,2322.2483105184,1241935000,0,1. repressed,4. restricted,0,7,2,5,0,7,-7
710,China,1999,74,64,58,1,2477.1972094206,1252735000,0,1. repressed,4. restricted,0,8,1,5,0,7,-7
710,China,2000,41,38,33,1,2664.2060630023,1262645000,0,1. repressed,4. restricted,0,13,4,5,0,7,-7
710,China,2001,23,23,20,1,2864.4525855772,1271850000,0,1. repressed,4. restricted,0,5,3,5,0,7,-7
710,China,2002,33,32,21,1,3104.2494820949,1280400000,0,1. repressed,4. restricted,0,3,0,5,0,7,-7
710,China,2003,13,16,10,1,3393.4718570023,1288400000,0,1. repressed,4. restricted,0,7,1,5,0,7,-7
710,China,2004,13,21,11,1,3714.0876907266,1296075000,0,1. repressed,4. restricted,0,12,3,5,0,7,-7
710,China,2005,12,12,4,1,4076.3083859643,1303720000,,1. repressed,4. restricted,0,10,5,5,0,7,-7
712,,1995,,,,,,,,,,,0,0,5,9,0,9
712,,1996,,,,,,,,,,,1,0,5,10,0,10
712,,1997,,,,,,,,,,,1,0,5,10,0,10
712,,1998,,,,,,,,,,,2,0,5,10,0,10
712,,1999,,,,,,,,,,,0,0,5,10,0,10
712,,2000,,,,,,,,,,,0,0,5,10,0,10
712,,2001,,,,,,,,,,,0,0,5,10,0,10
712,,2002,,,,,,,,,,,1,0,5,10,0,10
712,Mongolia,2003,0,1,1,0,2260.0283768706,2484456,0,5. competitive,5. regulated,0,1,0,5,10,0,10
712,,2004,,,,,,,,,,,0,0,5,10,0,10
712,Mongolia,2005,0,1,0,0,2612.8160521743,2549784,,5. competitive,5. regulated,1,6,0,5,10,0,10
713,,1995,,,,,,,,,,,3,1,5,7,0,7
713,,1996,,,,,,,,,,,5,2,5,8,0,8
713,,1997,,,,,,,,,,,5,1,5,9,0,9
713,,1998,,,,,,,,,,,5,0,5,9,0,9
713,,1999,,,,,,,,,,,5,0,5,9,0,9
713,,2000,,,,,,,,,,,5,1,5,9,0,9
713,,2001,,,,,,,,,,,3,0,5,9,0,9
713,,2002,,,,,,,,,,,6,0,5,9,0,9
713,,2003,,,,,,,,,,,4,0,5,9,0,9
713,,2004,,,,,,,,,,,9,4,5,10,0,10
713,,2005,,,,,,,,,,,1,0,5,10,0,10
731,North Korea,1995,3,1,1,0,,21717418,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,1996,7,3,6,1,,21988734,0,1. repressed,4. restricted,0,2,1,5,0,10,-10
731,North Korea,1997,0,2,0,1,,22238115,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,1998,0,1,1,1,,22465445,0,1. repressed,4. restricted,1,1,0,5,0,10,-10
731,North Korea,1999,0,2,1,1,,22671897,0,1. repressed,4. restricted,0,1,1,5,0,10,-10
731,North Korea,2000,1,9,5,1,,22858710,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,2001,1,1,0,1,,23025293,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,2002,0,0,0,1,,23171871,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,2003,0,0,0,1,,23301815,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,2004,6,6,6,1,,23419659,0,1. repressed,4. restricted,0,0,0,5,0,10,-10
731,North Korea,2005,1,2,2,1,,23529081,,1. repressed,4. restricted,0,0,0,5,0,10,-10
732,South Korea,1995,2,10,13,0,15761.3163869837,45093000,0,4. transitional,3. sectarian,0,7,5,5,7,1,6
732,South Korea,1996,5,8,8,0,16704.3599696276,45525000,0,4. transitional,3. sectarian,1,9,3,5,7,1,6
732,South Korea,1997,3,1,1,0,17318.0773721061,45954000,0,4. transitional,3. sectarian,1,16,8,5,7,1,6
732,South Korea,1998,6,6,6,0,16014.9663473854,46287000,0,4. transitional,2. multiple identity,0,12,1,5,8,0,8
732,South Korea,1999,0,2,0,0,17410.0738394601,46617000,0,4. transitional,2. multiple identity,0,19,5,5,8,0,8
732,South Korea,2000,0,0,0,0,18730.4250955124,47008000,0,4. transitional,2. multiple identity,1,28,5,5,8,0,8
732,South Korea,2001,0,0,2,0,19331.1548793228,47357000,0,4. transitional,2. multiple identity,0,16,5,5,8,0,8
732,South Korea,2002,0,3,1,0,20598.0732714234,47622000,0,4. transitional,2. multiple identity,1,13,1,5,8,0,8
732,,2003,,,,,,,,,,,26,3,5,8,0,8
732,,2004,,,,,,,,,,,31,6,5,8,0,8
732,South Korea,2005,0,0,0,0,22783.2700526441,48138000,,4. transitional,2. multiple identity,0,15,2,5,8,0,8
740,Japan,1995,4,0,0,0,27562.2934614889,125439000,0,5. competitive,5. regulated,1,0,0,5,10,0,10
740,Japan,1996,1,1,1,0,28246.6670641034,125761000,0,5. competitive,5. regulated,1,0,0,5,10,0,10
740,Japan,1997,8,9,2,0,28615.1939132932,126091000,0,5. competitive,5. regulated,0,4,0,5,10,0,10
740,Japan,1998,4,3,8,1,27958.0386815892,126410000,0,5. competitive,5. regulated,1,0,0,5,10,0,10
740,Japan,1999,1,1,1,0,27865.5160193931,126650000,0,5. competitive,5. regulated,0,3,0,5,10,0,10
740,Japan,2000,0,6,0,0,28612.8061652194,126870000,0,5. competitive,5. regulated,1,1,0,5,10,0,10
740,Japan,2001,1,0,3,0,28602.6650100552,127149000,0,5. competitive,5. regulated,1,0,0,5,10,0,10
740,Japan,2002,1,1,1,0,28611.0715812404,127445000,0,5. competitive,5. regulated,0,0,0,5,10,0,10
740,Japan,2003,0,0,0,0,28953.4793377349,127718000,0,5. competitive,5. regulated,1,0,0,5,10,0,10
740,Japan,2004,0,0,0,0,29738.0265177281,127761000,0,5. competitive,5. regulated,1,1,0,5,10,0,10
740,Japan,2005,0,0,0,0,30310.3405607681,127773000,,5. competitive,5. regulated,1,0,0,5,10,0,10
750,India,1995,16,15,7,1,1410.1855434883,932180000,0,4. transitional,2. multiple identity,0,1,1,5,9,0,9
750,India,1996,40,16,3,1,1490.2520658984,948758852.8905491,0,4. transitional,2. multiple identity,1,4,2,5,9,0,9
750,India,1997,40,19,3,1,1523.8999733458,965428183.1148485,0,4. transitional,2. multiple identity,0,3,2,5,9,0,9
750,India,1998,37,19,14,1,1590.6783108495,982182462.1413488,0,4. transitional,2. multiple identity,1,6,2,5,9,0,9
750,India,1999,16,10,11,1,1679.4035051642,999016010.49748,1,4. transitional,2. multiple identity,1,1,0,5,9,0,9
750,India,2000,19,8,5,1,1718.0152644562,1015923000,1,4. transitional,2. multiple identity,0,5,4,5,9,0,9
750,India,2001,21,15,9,1,1778.6660187098,1032473426.104004,1,4. transitional,2. multiple identity,0,9,7,5,9,0,9
750,India,2002,10,4,1,1,1817.2100383756,1048640720.586305,1,4. transitional,2. multiple identity,0,4,2,5,9,0,9
750,India,2003,4,1,2,1,1940.1719140674,1064398611.551525,1,4. transitional,2. multiple identity,0,0,0,5,9,0,9
750,India,2004,1,7,0,1,2070.9700059742,1079721193.945368,1,4. transitional,2. multiple identity,1,4,3,5,9,0,9
750,India,2005,1,1,0,0,2233.9045947835,1094583000,,4. transitional,2. multiple identity,0,4,4,5,9,0,9
760,,1995,,,,,,,,,,,0,0,5,0,10,-10
760,,1996,,,,,,,,,,,0,0,5,0,10,-10
760,,1997,,,,,,,,,,,0,0,5,0,10,-10
760,,1998,,,,,,,,,,,0,0,5,0,10,-10
760,,1999,,,,,,,,,,,1,0,5,0,10,-10
760,,2000,,,,,,,,,,,0,0,5,0,10,-10
760,,2001,,,,,,,,,,,0,0,5,0,10,-10
760,,2002,,,,,,,,,,,0,0,5,0,10,-10
760,,2003,,,,,,,,,,,0,0,5,0,10,-10
760,,2004,,,,,,,,,,,0,0,5,0,10,-10
760,,2005,,,,,,,,,,,0,0,5,0,5,-5
770,Pakistan,1995,5,14,2,0,,,0,3. factional,2. multiple identity,0,3,1,5,8,0,8
770,Pakistan,1996,2,15,7,0,,,0,3. factional,2. multiple identity,0,4,2,5,8,0,8
770,Pakistan,1997,4,9,6,0,1873.1213198807,128457310.8317973,0,3. factional,2. multiple identity,1,2,2,5,7,0,7
770,Pakistan,1998,5,9,2,0,1875.2747535202,131582000,0,3. factional,2. multiple identity,0,6,4,5,7,0,7
770,Pakistan,1999,0,6,2,0,1897.6472149402,134790000,0,2. suppressed,4. restricted,0,5,1,5,0,6,-6
770,Pakistan,2000,4,3,1,0,1931.3476680236,138080000,0,2. suppressed,4. restricted,0,1,0,5,0,6,-6
770,Pakistan,2001,2,9,3,0,,,0,2. suppressed,4. restricted,0,12,7,5,0,6,-6
770,Pakistan,2002,1,1,0,0,,,0,2. suppressed,4. restricted,1,4,1,5,0,5,-5
770,Pakistan,2003,0,1,2,0,1982.9199511428,148438764.3420664,0,2. suppressed,4. restricted,0,4,1,5,0,5,-5
770,Pakistan,2004,0,3,1,0,,,0,2. suppressed,4. restricted,0,3,1,5,0,5,-5
770,Pakistan,2005,4,3,4,0,2184.3595763337,155772000,,2. suppressed,4. restricted,0,8,2,5,0,5,-5
771,Bangladesh,1995,2,5,1,0,761.1728526093,128086442,0,3. factional,2. multiple identity,0,13,10,5,6,0,6
771,Bangladesh,1996,5,29,5,0,780.9652642275,130610358,0,3. factional,2. multiple identity,1,6,3,5,6,0,6
771,Bangladesh,1997,5,6,4,0,807.3560274271,133147667,0,3. factional,2. multiple identity,0,13,7,5,6,0,6
771,Bangladesh,1998,2,5,2,0,833.6301998827,135692110,0,3. factional,2. multiple identity,0,11,8,5,6,0,6
771,Bangladesh,1999,2,7,4,0,858.1426994989999,138234550,0,3. factional,2. multiple identity,0,23,14,5,6,0,6
771,Bangladesh,2000,4,5,1,0,892.7995944531,140766909,0,3. factional,2. multiple identity,0,12,7,5,6,0,6
771,Bangladesh,2001,2,2,1,0,923.3453552797,143288578,0,3. factional,2. multiple identity,1,4,4,5,6,0,6
771,Bangladesh,2002,8,14,5,0,947.5254160615,145797298,0,3. factional,2. multiple identity,0,4,0,5,6,0,6
771,Bangladesh,2003,3,4,2,0,980.6198422441,148281341,0,3. factional,2. multiple identity,0,5,0,5,6,0,6
771,Bangladesh,2004,0,0,0,0,1025.2057329179,150726249,0,3. factional,2. multiple identity,0,9,4,5,6,0,6
771,Bangladesh,2005,3,3,0,0,1069.2656879857,153122039,,3. factional,2. multiple identity,0,10,4,5,6,0,6
775,Myanmar,1995,39,34,24,0,,43863723,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
775,Myanmar,1996,48,28,40,0,,44454324,0,1. repressed,4. restricted,0,8,1,5,0,7,-7
775,Myanmar,1997,32,26,25,0,,45043447,0,1. repressed,4. restricted,0,1,0,5,0,7,-7
775,Myanmar,1998,31,35,28,0,,45613609,0,1. repressed,4. restricted,0,2,0,5,0,7,-7
775,Myanmar,1999,16,16,17,0,,46140860,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
775,Myanmar,2000,20,27,20,0,,46609819,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
775,Myanmar,2001,17,24,14,0,,47013700,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
775,Myanmar,2002,16,7,11,0,,47362972,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
775,Myanmar,2003,25,11,17,0,,47680888,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
775,Myanmar,2004,20,13,12,0,,48000213,0,1. repressed,4. restricted,0,0,0,5,0,8,-8
775,Myanmar,2005,35,12,14,0,,48345422,,1. repressed,4. restricted,0,0,0,5,0,8,-8
780,,1995,,,,,,,,,,,1,0,5,6,1,5
780,,1996,,,,,,,,,,,1,0,5,6,1,5
780,,1997,,,,,,,,,,,2,1,5,6,1,5
780,,1998,,,,,,,,,,,1,0,5,6,1,5
780,,1999,,,,,,,,,,,3,1,5,6,1,5
780,,2000,,,,,,,,,,,1,0,5,6,1,5
780,,2001,,,,,,,,,,,5,2,5,7,1,6
780,,2002,,,,,,,,,,,0,0,5,7,1,6
780,,2003,,,,,,,,,,,2,0,5,6,1,5
780,,2004,,,,,,,,,,,0,0,5,6,1,5
780,,2005,,,,,,,,,,,5,0,5,6,1,5
781,,1995,,,,,,,,,,,,,,,,
781,,1996,,,,,,,,,,,,,,,,
781,,1997,,,,,,,,,,,,,,,,
781,,1998,,,,,,,,,,,,,,,,
781,,1999,,,,,,,,,,,,,,,,
790,Nepal,1995,2,3,2,0,808.6425140992,21624484,0,0. not applicable,2. multiple identity,0,5,3,5,5,0,5
790,Nepal,1996,8,15,7,0,830.7481769408,22170625,0,0. not applicable,2. multiple identity,0,5,2,5,5,0,5
790,Nepal,1997,3,6,3,0,851.2708792459,22728453,0,0. not applicable,2. multiple identity,0,12,3,5,5,0,5
790,Nepal,1998,2,3,2,0,855.6485042350999,23294242,0,0. not applicable,2. multiple identity,0,6,2,5,5,0,5
790,Nepal,1999,2,6,4,0,872.1007840279,23863278,0,4. transitional,3. sectarian,1,5,4,5,7,1,6
790,Nepal,2000,5,5,10,0,904.6208887883,24431756,0,4. transitional,3. sectarian,0,17,7,5,7,1,6
790,Nepal,2001,5,10,7,0,926.5529856221,24998406,0,4. transitional,3. sectarian,0,4,1,5,7,1,6
790,Nepal,2002,22,16,12,0,907.1852664581,25562694,1,3. factional,3. sectarian,0,5,0,5,1,7,-6
790,Nepal,2003,14,18,8,0,922.7661777631999,26122557,1,3. factional,3. sectarian,0,5,1,5,1,7,-6
790,Nepal,2004,24,31,16,0,945.9370085460999,26675935,1,3. factional,3. sectarian,0,2,1,5,1,7,-6
790,Nepal,2005,13,28,12,0,955.9273737447,27221542,,3. factional,3. sectarian,0,15,1,5,1,7,-6
800,,1995,,,,,,,,,,,0,0,5,9,0,9
800,Thailand,1996,0,0,0,0,5930.2128577337,60620685,0,4. transitional,2. multiple identity,1,0,0,5,9,0,9
800,Thailand,1997,0,1,2,0,5810.3650710065,61022597,0,4. transitional,2. multiple identity,0,5,0,5,9,0,9
800,Thailand,1998,0,6,2,0,5167.8019035901,61399225,0,4. transitional,2. multiple identity,0,5,2,5,9,0,9
800,Thailand,1999,2,3,0,0,5360.5616838308,61823995,0,4. transitional,2. multiple identity,0,3,0,5,9,0,9
800,Thailand,2000,0,2,1,0,5568.1043431965,62346822,0,4. transitional,2. multiple identity,0,7,2,5,9,0,9
800,Thailand,2001,0,2,1,0,5630.5800143333,62991263,0,4. transitional,2. multiple identity,1,11,1,5,9,0,9
800,Thailand,2002,2,3,0,0,5860.8437383161,63734437,0,4. transitional,2. multiple identity,0,8,1,5,9,0,9
800,Thailand,2003,2,0,0,0,6202.5761894272,64522878,0,4. transitional,2. multiple identity,0,8,0,5,9,0,9
800,Thailand,2004,3,1,0,0,6519.7048046971,65278655,0,4. transitional,2. multiple identity,0,13,1,5,9,0,9
800,Thailand,2005,3,0,0,0,6750.9362370756,65945675,,4. transitional,2. multiple identity,1,12,2,5,9,0,9
811,Cambodia,1995,0,2,1,0,795.8395807052,11380387,0,3. factional,3. sectarian,0,0,0,5,3,2,1
811,Cambodia,1996,2,5,1,0,816.9722036145,11686023,0,3. factional,3. sectarian,0,1,0,5,3,2,1
811,Cambodia,1997,1,3,2,0,841.9749382778,11976231,0,1. repressed,4. restricted,0,2,0,5,0,7,-7
811,Cambodia,1998,1,4,0,0,864.3085531019,12251159,0,4. transitional,3. sectarian,1,5,3,5,3,1,2
811,Cambodia,1999,0,1,0,0,947.0891303167,12511895,0,4. transitional,3. sectarian,0,1,0,5,3,1,2
811,,2000,,,,,,,,,,,3,0,5,3,1,2
