ccode,ctryname,year,illtreatment,scarring,stealth,RstrctAccess,wdi_gdpc,wdi_pop,civilwar,parcomp,parreg,NatlElec,protest,protesterviolence,region,democ,autoc,polity2
560,South Africa,1998,7,12,3,0,7384.4250388559,41899682.77723422,0,4. transitional,2. multiple identity,0,2,0,7,9,0,9
560,South Africa,1999,2,5,5,0,7378.2739247529,42923484.53414006,0,4. transitional,2. multiple identity,1,0,0,7,9,0,9
560,South Africa,2000,4,9,0,0,7496.7900197111,44000000,0,4. transitional,2. multiple identity,0,2,0,7,9,0,9
560,South Africa,2001,1,5,0,0,7562.2319334086,44812420.85153298,0,4. transitional,2. multiple identity,0,5,0,7,9,0,9
560,South Africa,2002,2,3,3,0,7764.5493211786,45245622,0,4. transitional,2. multiple identity,0,2,1,7,9,0,9
560,South Africa,2003,0,3,3,0,7909.6513819383,45801325,0,4. transitional,2. multiple identity,0,3,0,7,9,0,9
560,South Africa,2004,0,4,2,0,8196.659470340201,46347516,0,4. transitional,2. multiple identity,1,2,0,7,9,0,9
560,South Africa,2005,0,3,0,0,8503.647835874201,46892428,,4. transitional,2. multiple identity,0,2,2,7,9,0,9
565,,1995,,,,,,,,,,,1,1,7,6,0,6
565,,1996,,,,,,,,,,,0,0,7,6,0,6
565,Namibia,1997,1,0,2,0,4524.8509844018,1702108,0,4. transitional,2. multiple identity,0,11,3,7,6,0,6
565,Namibia,1998,1,0,1,0,4562.3503412005,1743709,0,4. transitional,2. multiple identity,0,9,0,7,6,0,6
565,Namibia,1999,12,9,11,0,4608.2512344085,1784558,0,4. transitional,2. multiple identity,1,10,0,7,6,0,6
565,Namibia,2000,2,11,1,0,4665.8909653018,1823997,0,4. transitional,2. multiple identity,0,6,0,7,6,0,6
565,Namibia,2001,3,4,2,0,4625.0391203002,1861828,0,4. transitional,2. multiple identity,0,6,0,7,6,0,6
565,Namibia,2002,4,2,2,0,4752.9032358456,1898470,0,4. transitional,2. multiple identity,0,5,1,7,6,0,6
565,Namibia,2003,3,1,1,0,4861.8276628236,1934616,0,4. transitional,2. multiple identity,0,7,0,7,6,0,6
565,,2004,,,,,,,,,,,11,1,7,6,0,6
565,,2005,,,,,,,,,,,23,1,7,6,0,6
570,Lesotho,1995,3,1,0,1,1099.0967400514,1725707,0,3. factional,2. multiple identity,0,1,0,7,8,0,8
570,Lesotho,1996,1,2,1,0,1132.4280584844,1756889,0,3. factional,2. multiple identity,0,2,0,7,8,0,8
570,Lesotho,1997,1,2,1,0,1151.3863852835,1790692,0,3. factional,2. multiple identity,0,4,1,7,8,0,8
570,Lesotho,1998,2,4,2,0,1132.5395239748,1825395,0,,,1,4,1,7,-77,-77,0
570,Lesotho,1999,2,2,2,0,1126.4435810438,1858582,0,,,0,2,0,7,-88,-88,2
570,Lesotho,2000,1,1,1,0,1158.7091245967,1888520,0,,,0,2,1,7,-88,-88,4
570,Lesotho,2001,1,2,2,0,1177.6145812752,1914608,0,,,0,2,1,7,-88,-88,6
570,Lesotho,2002,0,2,1,0,1182.7776770319,1937371,0,3. factional,2. multiple identity,1,1,1,7,8,0,8
570,,2003,,,,,,,,,,,5,2,7,8,0,8
570,,2004,,,,,,,,,,,0,0,7,8,0,8
570,,2005,,,,,,,,,,,0,0,7,8,0,8
571,,1995,,,,,,,,,,,2,2,7,7,0,7
571,,1996,,,,,,,,,,,0,0,7,7,0,7
571,,1997,,,,,,,,,,,1,0,7,8,0,8
571,,1998,,,,,,,,,,,0,0,7,8,0,8
571,,1999,,,,,,,,,,,0,0,7,8,0,8
571,,2000,,,,,,,,,,,2,1,7,8,0,8
571,,2001,,,,,,,,,,,0,0,7,8,0,8
571,,2002,,,,,,,,,,,1,0,7,8,0,8
571,,2003,,,,,,,,,,,1,0,7,8,0,8
571,,2004,,,,,,,,,,,6,1,7,8,0,8
571,,2005,,,,,,,,,,,2,1,7,8,0,8
572,Swaziland,1995,0,2,0,0,3570.1912428944,969227,0,2. suppressed,4. restricted,0,1,0,7,0,9,-9
572,Swaziland,1996,0,2,0,0,3613.1140438487,992083,0,2. suppressed,4. restricted,0,10,3,7,0,9,-9
572,Swaziland,1997,3,3,0,0,3660.0031558443,1016421,0,2. suppressed,4. restricted,0,8,2,7,0,9,-9
572,Swaziland,1998,4,4,0,0,3673.4450950799,1040587,0,2. suppressed,4. restricted,1,1,0,7,0,9,-9
572,,1999,,,,,,,,,,,0,0,7,0,9,-9
572,Swaziland,2000,3,3,1,0,4032.4151708813,1079690,0,1. repressed,4. restricted,0,5,0,7,0,9,-9
572,,2001,,,,,,,,,,,1,0,7,0,9,-9
572,,2002,,,,,,,,,,,3,0,7,0,9,-9
572,Swaziland,2003,9,8,0,0,4198.8240628293,1107886,0,1. repressed,4. restricted,1,4,0,7,0,9,-9
572,Swaziland,2004,2,1,0,0,4276.781552285,1115005,0,1. repressed,4. restricted,0,4,1,7,0,9,-9
572,Swaziland,2005,0,4,2,0,4334.6775678092,1124410,,1. repressed,4. restricted,0,6,0,7,0,9,-9
580,,1995,,,,,,,,,,,0,0,7,9,0,9
580,,1996,,,,,,,,,,,0,0,7,9,0,9
580,,1997,,,,,,,,,,,0,0,7,8,0,8
580,,1998,,,,,,,,,,,3,0,7,7,0,7
580,,1999,,,,,,,,,,,0,0,7,7,0,7
580,,2000,,,,,,,,,,,1,1,7,7,0,7
580,,2001,,,,,,,,,,,0,0,7,7,0,7
580,Madagascar,2002,14,9,3,0,793.9464010013,16189796,0,4. transitional,2. multiple identity,1,6,4,7,7,0,7
580,Madagascar,2003,1,1,0,0,847.1990741213,16656727,0,4. transitional,2. multiple identity,0,1,1,7,7,0,7
580,,2004,,,,,,,,,,,6,2,7,7,0,7
580,,2005,,,,,,,,,,,2,1,7,7,0,7
581,,1995,,,,,,,,,,,0,0,7,-77,-77,0
581,,1996,,,,,,,,,,,0,0,7,5,1,4
581,,1997,,,,,,,,,,,13,9,7,5,1,4
581,,1998,,,,,,,,,,,3,1,7,5,1,4
581,,1999,,,,,,,,,,,1,1,7,1,3,-2
581,,2000,,,,,,,,,,,4,1,7,1,2,-1
581,,2001,,,,,,,,,,,4,2,7,2,2,0
581,,2002,,,,,,,,,,,3,2,7,4,0,4
581,,2003,,,,,,,,,,,6,1,7,4,0,4
581,,2004,,,,,,,,,,,1,1,7,6,0,6
581,,2005,,,,,,,,,,,4,3,7,6,0,6
590,,1995,,,,,,,,,,,0,0,7,10,0,10
590,,1996,,,,,,,,,,,0,0,7,10,0,10
590,,1997,,,,,,,,,,,0,0,7,10,0,10
590,,1998,,,,,,,,,,,0,0,7,10,0,10
590,Mauritius,1999,2,2,0,0,8478.9216285947,1175267,0,5. competitive,5. regulated,0,2,2,7,10,0,10
590,Mauritius,2000,1,1,0,0,9153.8846926186,1186873,0,5. competitive,5. regulated,1,4,0,7,10,0,10
590,Mauritius,2001,8,2,2,0,9287.6744419467,1199881,0,5. competitive,5. regulated,0,0,0,7,10,0,10
590,Mauritius,2002,2,3,1,0,9403.116460977901,1210196,0,5. competitive,5. regulated,0,0,0,7,10,0,10
590,,2003,,,,,,,,,,,0,0,7,10,0,10
590,,2004,,,,,,,,,,,0,0,7,10,0,10
590,,2005,,,,,,,,,,,1,0,7,10,0,10
591,,1995,,,,,,,,,,,,,,,,
591,,1996,,,,,,,,,,,,,,,,
591,,1997,,,,,,,,,,,,,,,,
591,,1998,,,,,,,,,,,,,,,,
591,,1999,,,,,,,,,,,,,,,,
600,Morocco,1995,6,5,2,0,2584.741671059886,26950605,0,2. suppressed,4. restricted,0,0,0,6,0,7,-7
600,Morocco,1996,2,4,1,0,2858.138866268807,27345877,0,2. suppressed,4. restricted,0,0,0,6,0,7,-7
600,Morocco,1997,5,4,3,0,2755.041237981726,27732580,0,2. suppressed,4. restricted,1,0,0,6,0,7,-7
600,Morocco,1998,0,4,1,0,2925.565993400424,28109476,0,2. suppressed,3. sectarian,0,1,1,6,0,6,-6
600,Morocco,1999,5,6,1,0,2902.41894420302,28474559,0,2. suppressed,3. sectarian,0,0,0,6,0,6,-6
600,Morocco,2000,2,1,1,0,2911.264583709776,28827115,0,2. suppressed,3. sectarian,0,3,1,6,0,6,-6
600,Morocco,2001,6,4,1,0,3092.834010711751,29166464,0,2. suppressed,3. sectarian,0,0,0,6,0,6,-6
600,Morocco,2002,7,6,1,0,3157.482875082897,29495378,0,2. suppressed,3. sectarian,1,0,0,6,0,6,-6
600,Morocco,2003,11,3,2,0,3317.742957113594,29820777,0,2. suppressed,3. sectarian,0,0,0,6,0,6,-6
600,Morocco,2004,4,0,0,0,3436.361324116205,30151789,0,2. suppressed,3. sectarian,0,0,0,6,0,6,-6
600,Morocco,2005,12,5,2,0,3496.67817440601,30494991,,2. suppressed,3. sectarian,0,0,0,6,0,6,-6
608,,2000,1,0,0,,,,,,,0,,,,,,
615,Algeria,1995,4,4,1,0,5631.1451972222,28265291,1,3. factional,3. sectarian,1,0,0,6,1,4,-3
615,Algeria,1996,3,2,0,0,5761.2125832191,28759876,1,3. factional,3. sectarian,0,0,0,6,1,4,-3
615,Algeria,1997,3,4,1,0,5733.717075053,29215667,1,3. factional,3. sectarian,1,1,0,6,1,4,-3
615,Algeria,1998,4,3,1,0,5938.5858223726,29646386,1,3. factional,3. sectarian,0,1,1,6,1,4,-3
615,Algeria,1999,3,3,1,0,6041.9628479997,30071594,1,3. factional,3. sectarian,1,1,0,6,1,4,-3
615,Algeria,2000,2,1,1,0,6086.9448073625,30506054,1,3. factional,3. sectarian,0,0,0,6,1,4,-3
615,Algeria,2001,3,4,1,0,6154.7710999954,30954289,1,3. factional,3. sectarian,0,6,3,6,1,4,-3
615,Algeria,2002,1,1,1,0,6349.7207242394,31414114,0,3. factional,3. sectarian,1,0,0,6,1,4,-3
615,Algeria,2003,1,1,1,0,6687.5155604415,31885435,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
615,Algeria,2004,1,0,0,0,6930.7809433716,32366125,0,3. factional,3. sectarian,1,0,0,6,3,1,2
615,Algeria,2005,3,2,1,0,7175.9642740297,32854535,,3. factional,3. sectarian,0,0,0,6,3,1,2
616,Tunisia,1995,13,12,11,1,4422.2537014372,8957500,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
616,Tunisia,1996,17,13,7,1,4669.5638883056,9089300,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
616,Tunisia,1997,20,14,4,1,4856.4699201386,9215000,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
616,Tunisia,1998,10,8,4,1,5024.2912420292,9333300,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
616,Tunisia,1999,5,4,2,1,5259.3753521199,9455900,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
616,Tunisia,2000,10,10,5,1,5444.3649125731,9563500,0,3. factional,3. sectarian,0,1,1,6,1,4,-3
616,Tunisia,2001,13,10,2,1,5647.4623872665,9673600,0,3. factional,3. sectarian,0,0,0,6,1,4,-3
616,Tunisia,2002,9,11,10,1,5677.2993468892,9781900,0,3. factional,3. sectarian,0,0,0,6,1,5,-4
616,Tunisia,2003,2,3,3,1,5957.7158960393,9839800,0,3. factional,3. sectarian,0,0,0,6,1,5,-4
616,Tunisia,2004,3,6,2,1,6258.5815523887,9932400,0,3. factional,3. sectarian,0,0,0,6,1,5,-4
616,Tunisia,2005,4,4,2,1,6444.8141577734,10029000,,3. factional,3. sectarian,1,0,0,6,1,5,-4
620,Libyan Arab Jamahiriya,1995,1,2,2,0,,4834163,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,1996,2,0,0,0,,4931620,0,1. repressed,4. restricted,0,1,0,6,0,7,-7
620,Libyan Arab Jamahiriya,1997,3,1,3,0,,5031470,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,1998,1,2,0,0,,5133872,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,1999,1,2,0,0,12154.5385925473,5238843,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,2000,2,1,0,0,12350.7462612474,5346375,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,2001,0,1,0,0,11581.0476393523,5456532,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,2002,3,5,3,0,11198.9029276839,5569372,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,2003,2,3,1,0,12397.7877409556,5684810,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,2004,5,6,3,0,12680.3292790733,5802700,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
620,Libyan Arab Jamahiriya,2005,1,1,0,0,13653.0263279018,5922832,,1. repressed,4. restricted,0,0,0,6,0,7,-7
625,Sudan,1995,8,15,4,0,1098.6635570025,30841262,1,1. repressed,4. restricted,0,1,1,6,0,7,-7
625,Sudan,1996,9,5,1,0,1133.9807798587,31649405,1,1. repressed,4. restricted,0,1,1,6,0,7,-7
625,Sudan,1997,12,5,0,0,1222.032149365,32472304,1,1. repressed,4. restricted,0,0,0,6,0,7,-7
625,Sudan,1998,7,7,4,0,1243.0691166708,33298155,1,1. repressed,4. restricted,0,0,0,6,0,7,-7
625,Sudan,1999,11,12,3,0,1251.0805236647,34111916,1,1. repressed,4. restricted,0,0,0,6,0,7,-7
625,Sudan,2000,8,5,6,0,1325.1420199121,34903970,1,1. repressed,4. restricted,0,0,0,6,0,7,-7
625,Sudan,2001,8,6,4,0,1376.7423007871,35667097,1,1. repressed,4. restricted,0,0,0,6,0,7,-7
625,Sudan,2002,14,12,6,0,1421.069177986,36406858,1,2. suppressed,4. restricted,0,0,0,6,0,6,-6
625,Sudan,2003,22,22,10,1,1492.4593515137,37142156,0,2. suppressed,4. restricted,0,0,0,6,0,6,-6
625,Sudan,2004,50,75,17,1,1537.4199768769,37899766,1,2. suppressed,4. restricted,0,0,0,6,0,6,-6
625,Sudan,2005,11,11,5,0,1600.9781063958,38698472,,2. suppressed,3. sectarian,0,2,2,6,0,4,-4
630,Iran,1995,1,1,1,0,6820.3894279076,58954000,0,2. suppressed,4. restricted,0,1,1,6,0,6,-6
630,Iran,1996,3,4,3,0,7191.8044092168,59879344,0,2. suppressed,4. restricted,1,0,0,6,0,6,-6
630,Iran,1997,4,5,5,0,7322.5364264028,60800910.24886677,0,3. factional,3. sectarian,1,0,0,6,4,1,3
630,Iran,1998,7,5,3,0,7395.7065013976,61849186.15937709,0,3. factional,3. sectarian,0,5,1,6,4,1,3
630,Iran,1999,6,12,5,0,7413.333285619,62895335.93112758,0,3. factional,3. sectarian,0,4,2,6,4,1,3
630,Iran,2000,4,5,3,0,7667.425518109,63938646.16895086,0,3. factional,3. sectarian,1,5,3,6,4,1,3
630,Iran,2001,5,6,3,0,7821.6026878167,64978394.28611276,0,3. factional,3. sectarian,1,5,3,6,4,1,3
630,Iran,2002,5,5,2,0,8277.5362535649,66013857.35353982,0,3. factional,3. sectarian,0,8,0,6,4,1,3
630,Iran,2003,5,7,4,0,8730.184305594599,67044288.96288647,0,3. factional,3. sectarian,0,2,2,6,4,1,3
630,Iran,2004,6,10,7,0,9035.932929192501,68068943.75403453,0,2. suppressed,3. sectarian,1,0,0,6,0,6,-6
630,Iran,2005,9,7,3,0,9314.3828456877,69087070.4615656,,2. suppressed,3. sectarian,1,3,1,6,0,6,-6
640,Turkey,1995,67,125,70,1,8378.1147675671,61206099,1,4. transitional,3. sectarian,1,1,1,6,9,1,8
640,Turkey,1996,65,130,80,1,8843.409005282299,62264906,1,4. transitional,3. sectarian,0,3,1,6,9,1,8
640,Turkey,1997,48,54,25,1,9353.261971566801,63331833,1,3. factional,3. sectarian,0,4,0,6,8,1,7
640,Turkey,1998,43,54,22,1,9411.0749530375,64395635,0,3. factional,3. sectarian,0,3,0,6,8,1,7
640,Turkey,1999,51,76,24,1,8948.993996975199,65441666,0,3. factional,3. sectarian,1,3,3,6,8,1,7
640,Turkey,2000,64,82,44,1,9408.8890747442,66459577.99999999,0,3. factional,3. sectarian,1,2,0,6,8,1,7
640,Turkey,2001,68,82,42,1,8743.2955975324,67444118,0,3. factional,3. sectarian,0,5,2,6,8,1,7
640,Turkey,2002,28,24,15,1,9152.7499722497,68398135,0,3. factional,3. sectarian,1,0,0,6,8,1,7
640,Turkey,2003,14,15,5,1,9505.241443504399,69329456,0,3. factional,3. sectarian,0,0,0,6,8,1,7
640,Turkey,2004,17,12,10,0,10258.9568545652,70250173,0,3. factional,3. sectarian,0,0,0,6,8,1,7
640,Turkey,2005,7,3,2,0,10977.2934588065,71169037,,3. factional,3. sectarian,0,1,0,6,8,1,7
645,Iraq,1995,0,3,7,0,,21587514,0,1. repressed,4. restricted,1,1,1,6,0,9,-9
645,Iraq,1996,0,3,0,0,,22249811.9211723,0,1. repressed,4. restricted,1,0,0,6,0,9,-9
645,Iraq,1997,0,4,0,0,,22932428.9275522,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
645,,1998,,,,,,,,,,,0,0,6,0,9,-9
645,Iraq,1999,2,4,13,0,,24361132.852872,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
645,Iraq,2000,1,2,2,0,,25108524.5,0,1. repressed,4. restricted,1,0,0,6,0,9,-9
645,Iraq,2001,1,4,4,0,,25748668.5757017,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
645,Iraq,2002,0,0,0,0,,26405133.1818135,0,1. repressed,4. restricted,0,1,0,6,0,9,-9
645,Iraq,2003,2,1,0,0,,27078334.4117167,0,,,0,8,0,6,-66,-66,
645,Iraq,2004,1,1,1,0,,27768698.9671301,0,,,0,7,1,6,-66,-66,
645,Iraq,2005,2,6,6,0,,28476664.42857143,,,,1,14,2,6,-66,-66,
651,Egypt,1995,5,10,13,0,3405.377488411,63857698,0,2. suppressed,4. restricted,1,0,0,6,0,6,-6
651,Egypt,1996,5,8,8,0,3508.3467920218,65075676,0,2. suppressed,4. restricted,0,0,0,6,0,6,-6
651,Egypt,1997,13,9,9,0,3631.9484082796,66312818,0,2. suppressed,4. restricted,0,0,0,6,0,6,-6
651,Egypt,1998,5,9,10,0,3708.0621535805,67573331,0,2. suppressed,4. restricted,1,0,0,6,0,6,-6
651,Egypt,1999,7,8,5,0,3860.951908195,68859787,0,2. suppressed,4. restricted,1,0,0,6,0,6,-6
651,Egypt,2000,10,9,5,0,3992.0307421414,70173793,0,2. suppressed,4. restricted,1,1,1,6,0,6,-6
651,Egypt,2001,23,22,17,0,4055.454368937,71518343,0,2. suppressed,4. restricted,1,0,0,6,0,6,-6
651,Egypt,2002,31,23,24,0,4073.2387748267,72894015,0,2. suppressed,4. restricted,0,3,0,6,0,6,-6
651,Egypt,2003,23,15,5,0,4124.4856470981,74296319,0,2. suppressed,4. restricted,0,0,0,6,0,6,-6
651,Egypt,2004,4,4,4,0,4212.1296790699,75718360,0,2. suppressed,4. restricted,1,3,0,6,0,6,-6
651,Egypt,2005,5,3,3,0,4318.8511945324,77154409,,3. factional,3. sectarian,1,6,0,6,1,4,-3
652,Syria,1995,5,3,5,0,3759.225512477,14610348,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
652,Syria,1996,14,2,8,0,3829.4891137139,14973337,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
652,Syria,1997,9,3,8,0,3806.7897813466,15333748,0,1. repressed,4. restricted,0,0,0,6,0,9,-9
652,Syria,1998,12,6,7,0,3953.1695577269,15701721,0,1. repressed,4. restricted,1,0,0,6,0,9,-9
652,Syria,1999,21,6,9,0,3720.5208442133,16090692,0,1. repressed,4. restricted,1,0,0,6,0,9,-9
652,Syria,2000,12,7,9,0,3725.292537609,16510861,0,1. repressed,4. restricted,1,0,0,6,0,7,-7
652,Syria,2001,21,20,16,0,3815.1019013404,16960693,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
652,Syria,2002,23,11,16,0,3857.4127391386,17438241,0,1. repressed,4. restricted,0,0,0,6,0,7,-7
652,Syria,2003,27,19,22,0,3808.4773175315,17951881,0,1. repressed,4. restricted,1,0,0,6,0,7,-7
652,Syria,2004,50,29,30,0,3908.4434434751,18511689,0,1. repressed,4. restricted,0,3,1,6,0,7,-7
652,Syria,2005,35,19,17,0,3954.1886927813,19121454,,1. repressed,4. restricted,0,0,0,6,0,7,-7
660,,1995,,,,,,,,,,,0,0,6,-66,-66,
660,,1996,,,,,,,,,,,0,0,6,-66,-66,
660,,1997,,,,,,,,,,,1,0,6,-66,-66,
660,,1998,,,,,,,,,,,0,0,6,-66,-66,
660,,1999,,,,,,,,,,,0,0,6,-66,-66,
660,,2000,,,,,,,,,,,2,0,6,-66,-66,
660,Lebanon,2001,4,5,4,0,8757.0222867541,3832988,0,,,0,1,0,6,-66,-66,
660,Lebanon,2002,6,11,12,0,8900.0848103635,3898617,0,,,0,5,0,6,-66,-66,
660,Lebanon,2003,6,10,10,0,9033.4293469718,3965419,0,,,0,0,0,6,-66,-66,
660,Lebanon,2004,1,3,1,0,9558.8182431528,4027730,0,,,0,1,1,6,-66,-66,
660,Lebanon,2005,0,0,0,0,9526.706706294501,4081594,,3. factional,3. sectarian,1,7,0,6,8,1,7
663,Jordan,1995,0,4,4,0,3517.9234233432,4195000,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,1996,3,4,5,0,3483.3751928778,4325045,0,4. transitional,2. multiple identity,0,1,1,6,2,4,-2
663,Jordan,1997,1,4,3,0,3490.3900378598,4459121.395,0,4. transitional,2. multiple identity,1,2,0,6,2,4,-2
663,Jordan,1998,2,9,8,0,3487.3878130035,4597400,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,1999,0,1,0,0,3541.6287322237,4680500,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,2000,1,5,4,0,3601.9170786985,4797500,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,2001,2,6,7,0,3699.1849463599,4917500,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,2002,6,7,5,0,3819.6151549291,5038000,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,2003,2,2,2,0,3882.1102497085,5164000,0,4. transitional,2. multiple identity,1,0,0,6,2,4,-2
663,Jordan,2004,1,4,3,0,4113.9978954916,5290000,0,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
663,Jordan,2005,3,4,4,0,4348.2385665817,5411500,,4. transitional,2. multiple identity,0,0,0,6,2,4,-2
666,Israel,1995,16,19,20,0,20563.3867807431,5545000,0,4. transitional,2. multiple identity,0,,,,9,0,9
666,Israel,1996,9,15,18,0,21160.0918764999,5692000,0,4. transitional,2. multiple identity,0,,,,9,0,9
666,Israel,1997,14,14,19,1,21229.4395848891,5836000,0,4. transitional,2. multiple identity,0,,,,9,0,9
666,Israel,1998,15,13,18,1,21637.0912256212,5971000,0,4. transitional,2. multiple identity,0,,,,9,0,9
666,Israel,1999,10,11,13,1,21789.2791874854,6125000,0,5. competitive,5. regulated,0,,,,10,0,10
666,Israel,2000,14,20,12,1,23172.6634262299,6289000,0,5. competitive,5. regulated,0,,,,10,0,10
666,Israel,2001,5,8,7,1,22623.2336368564,6439000,0,5. competitive,5. regulated,1,,,,10,0,10
666,Israel,2002,15,9,6,1,22024.7278669485,6570000,0,5. competitive,5. regulated,0,,,,10,0,10
666,Israel,2003,6,6,4,1,21957.5984985726,6689700,0,5. competitive,5. regulated,1,,,,10,0,10
666,Israel,2004,0,5,1,1,22651.1694318463,6809000,0,5. competitive,5. regulated,0,,,,10,0,10
666,Israel,2005,1,1,1,1,23390.1117899035,6930100,,5. competitive,5. regulated,0,,,,10,0,10
670,Saudi Arabia,1995,1,3,0,0,19638.7980716843,18271615.87108741,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,1996,4,6,4,0,19800.8860985463,18735263.65917559,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,1997,3,4,2,0,19811.5325225548,19210676.65034794,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,1998,4,5,3,0,19868.9233788073,19698153.39019695,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,1999,2,6,2,0,19232.1799953925,20198000,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,2000,6,8,3,0,19731.9170434218,20644120.99689864,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,2001,5,5,4,0,19411.1946868138,21100095.63989462,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,2002,5,4,5,0,19016.0364950139,21566141.57026033,0,1. repressed,4. restricted,0,0,0,6,0,10,-10
670,Saudi Arabia,2003,8,7,5,0,20030.0778204664,22042481.23639469,0,1. repressed,4. restricted,0,3,0,6,0,10,-10
670,Saudi Arabia,2004,5,3,2,0,20629.3960059724,22529342,0,1. repressed,4. restricted,0,1,0,6,0,10,-10
670,Saudi Arabia,2005,2,1,1,0,21219.7108205706,23118994,,1. repressed,4. restricted,0,0,0,6,0,10,-10
678,,1995,,,,,,,,,,,,,,,,
678,,1996,,,,,,,,,,,,,,,,
678,,1997,,,,,,,,,,,,,,,,
678,,1998,,,,,,,,,,,,,,,,
678,,1999,,,,,,,,,,,,,,,,
679,Yemen,1995,3,8,1,0,1849.557906443,15522959,0,3. factional,3. sectarian,0,2,0,6,1,3,-2
679,Yemen,1996,3,12,2,0,1890.8976509649,16100966,0,3. factional,3. sectarian,0,1,1,6,1,3,-2
679,Yemen,1997,5,15,2,1,1975.3177057065,16638608,0,3. factional,3. sectarian,1,1,0,6,1,3,-2
679,Yemen,1998,2,4,2,1,2040.3942151262,17150274,0,3. factional,3. sectarian,0,1,1,6,1,3,-2
679,Yemen,1999,3,3,6,1,2035.9273685227,17658898,0,3. factional,3. sectarian,1,0,0,6,1,3,-2
679,Yemen,2000,1,0,0,1,2064.3869327826,18181733,0,3. factional,3. sectarian,0,0,0,6,1,3,-2
679,Yemen,2001,1,0,0,1,2097.0401653185,18721960,0,3. factional,3. sectarian,0,1,0,6,1,3,-2
679,Yemen,2002,4,1,1,1,2116.2660026596,19275398,0,3. factional,3. sectarian,0,1,0,6,1,3,-2
679,Yemen,2003,2,1,2,1,2119.4124801023,19843432,0,3. factional,3. sectarian,1,1,1,6,1,3,-2
679,Yemen,2004,3,1,3,0,2140.7489767236,20426158,0,3. factional,3. sectarian,0,1,0,6,1,3,-2
679,Yemen,2005,3,0,1,0,2196.1922237466,21023692,,3. factional,3. sectarian,0,3,1,6,1,3,-2
690,,1995,,,,,,,,,,,0,0,6,0,7,-7
690,Kuwait,1996,0,0,0,0,35987.2699602692,1894000,0,2. suppressed,4. restricted,1,0,0,6,0,7,-7
690,Kuwait,1997,0,1,0,0,35275.6085579387,1980000,0,2. suppressed,4. restricted,0,0,0,6,0,7,-7
690,,1998,,,,,,,,,,,0,0,6,0,7,-7
690,Kuwait,1999,0,0,0,0,33748.5467392988,2107000,0,2. suppressed,4. restricted,1,1,1,6,0,7,-7
690,,2000,,,,,,,,,,,1,0,6,0,7,-7
690,Kuwait,2001,0,0,0,0,32962.2656468156,2275000,0,2. suppressed,4. restricted,0,0,0,6,0,7,-7
690,Kuwait,2002,1,1,2,0,33079.8714303129,2334919.261691034,0,2. suppressed,4. restricted,0,0,0,6,0,7,-7
690,Kuwait,2003,0,0,1,0,37813.3714052727,2396416.685105848,0,2. suppressed,4. restricted,1,0,0,6,0,7,-7
690,Kuwait,2004,1,0,0,0,40600.9810861431,2459533.836084141,0,2. suppressed,4. restricted,0,0,0,6,0,7,-7
